v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30_1,v30_2,v30_3,v31_1,v31_2,v31_3,v32,v33,v34,v35_1,v35_2,v35_3,v35_4,v35_5,v35_6,v35_7,v35_8,v35_9,v35_10,v36_1,v36_2,v36_3,v36_4,v36_5,v36_6,v36_7,v36_8,v36_9,v36_10,v37,v38_1,v38_2,v38_3,v38_4,v38_5,v38_6,v38_7,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei,wei2
15,884,38,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,4,5,23,99,999,99,99,3,1,.5326,.06295332
16,974,50,7,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,6,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,4,5,9,6,0,4,1,4,1,.6399,.22326111
16,973,35,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,8,99,99,99,99,99,99,1,1,20,99,999,99,99,3,2,.3911,.13645479
16,983,26,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,4,3,20,99,999,99,99,1,2,.3911,.13645479
16,981,44,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,4,4,23,99,999,99,99,1,1,.4575,.15962175
17,963,998,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,1,3,20,99,999,99,99,1,2,.4039,.09414909
21,893,998,8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,4,98,23,99,999,99,99,4,1,.3261,.05155641
22,209,73,4,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,8,99,99,99,99,99,99,1,5,19,10,0,3,2,4,2,1.0137,.09376725
8,302,97,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,99,6,99,99,3,8,9,4,2,9,6,99,99,99,99,99,99,7,1,8,99,99,99,99,99,99,99,3,9,1,99,99,99,99,99,4,4,21,99,999,99,99,3,1,2.0061,1.21690026
3,334,70,5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,99,99,96,99,99,2,5,8,2,5,6,99,99,99,99,99,99,99,4,7,99,99,99,99,99,99,99,99,3,9,1,99,99,99,99,99,4,7,16,3,40,4,2,3,2,1.0159,1.47112479
16,974,93,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,97,2,1,1,2,2,2,1,3,99,99,99,99,3,8,7,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,2,9,1,99,99,99,99,99,2,5,21,99,999,99,99,3,1,1.1777,.41089953
19,316,94,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,99,99,10,99,99,2,6,5,2,6,99,99,99,99,99,99,99,99,7,99,99,99,99,99,99,99,99,99,3,9,2,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.4918,.70457714
7,260,96,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,99,10,99,99,1,8,9,5,2,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,4,9,2,99,99,99,99,99,2,5,21,99,999,99,99,3,2,1.2091,.59209627
2,116,94,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,99,99,10,6,99,2,8,7,2,6,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,9,2,99,99,99,99,99,4,5,21,99,999,99,99,3,1,.95,1.513825
15,880,93,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,99,99,6,99,99,3,10,7,2,99,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,99,99,99,3,9,2,1,99,99,99,99,4,4,21,99,999,99,99,3,2,.7054,.08337828
1,235,94,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,99,10,99,99,3,5,9,2,99,99,99,99,99,99,99,99,99,2,3,7,9,99,99,99,99,99,99,4,9,9,99,99,99,99,99,4,5,21,99,999,99,99,2,1,3.3292,8.65458832
4,411,63,5,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,99,99,99,1,8,8,9,6,99,99,99,99,99,99,99,99,7,5,4,8,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,16,4,20,4,1,3,2,1.1779,2.12186906
18,200,63,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,3,99,99,99,3,8,8,2,1,99,99,99,99,99,99,99,99,6,7,4,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,16,3,100,2,1,3,2,.8184,.32678712
4,427,93,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,2,2,1,2,3,99,99,99,3,6,7,5,2,99,99,99,99,99,99,99,99,7,8,4,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,1.5994,2.88115916
22,212,97,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,99,99,10,99,99,3,5,5,2,9,99,99,99,99,99,99,99,99,7,8,4,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,4,21,99,999,99,99,98,2,.6363,.05885775
4,420,94,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,3,8,8,8,2,99,99,99,99,99,99,99,99,2,7,5,8,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,1.0074,1.81473036
21,892,93,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,97,1,1,1,2,2,2,1,2,99,10,99,99,2,6,7,2,99,99,99,99,99,99,99,99,99,5,4,7,8,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2714,.20100834
4,407,94,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,99,99,6,99,99,2,6,8,2,7,8,99,99,99,99,99,99,99,2,6,7,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,5,21,99,999,99,99,1,1,1.5994,2.88115916
12,638,95,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,99,99,6,99,99,3,9,10,2,99,99,99,99,99,99,99,99,99,5,8,7,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,1.6604,1.21690716
19,317,95,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,97,1,1,1,1,2,2,1,2,99,6,99,99,1,3,5,4,8,2,99,99,99,99,99,99,99,7,4,8,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,1,5,21,99,999,99,99,3,2,6.1878,2.92249794
2,110,93,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,10,99,99,3,8,7,2,5,8,99,99,99,99,99,99,99,2,5,8,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,1.6317,2.60011395
15,880,96,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,97,99,99,6,99,99,3,9,8,2,99,99,99,99,99,99,99,99,99,4,5,8,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,98,2,.7054,.08337828
5,720,98,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,99,6,99,99,3,8,7,2,8,99,99,99,99,99,99,99,99,2,7,8,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,4,21,99,999,99,99,5,2,1.7501,2.12654651
21,890,95,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,97,1,1,1,2,2,2,1,99,99,6,99,99,2,7,7,2,99,99,99,99,99,99,99,99,99,4,2,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,.9821,.15527001
11,541,94,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,99,99,10,6,99,2,6,7,2,4,99,99,99,99,99,99,99,99,5,2,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,1,1.1447,.60646206
7,268,58,6,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,99,99,99,99,3,9,7,7,2,99,99,99,99,99,99,99,99,6,2,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,8,16,3,60,2,1,3,1,.8553,.41884041
19,317,98,1,1,1,3,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,99,99,1,99,99,2,8,8,2,99,99,99,99,99,99,99,99,99,5,4,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.9764,.93345372
2,111,96,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,99,10,99,99,3,4,8,6,5,99,99,99,99,99,99,99,99,8,4,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,5,21,99,999,99,99,98,2,1.8032,2.8733992
3,325,95,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,97,1,1,1,1,2,1,1,99,99,6,99,99,2,8,8,2,99,99,99,99,99,99,99,99,99,8,4,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,2.0068,2.90604708
10,522,95,2,1,1,3,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,99,6,99,99,3,7,8,2,99,99,99,99,99,99,99,99,99,8,4,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.5964,2.159131
14,900,94,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,99,6,99,99,2,7,10,2,99,99,99,99,99,99,99,99,99,8,4,99,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,1.6221,1.43052999
9,351,97,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,97,99,99,1,99,99,3,5,5,2,99,99,99,99,99,99,99,99,99,8,6,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,4,21,99,999,99,99,1,1,.8344,.48695584
7,260,95,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,97,2,1,1,2,2,1,1,99,99,6,99,99,1,6,7,2,5,99,99,99,99,99,99,99,99,8,7,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2091,.59209627
6,824,93,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,99,99,6,10,99,3,8,5,2,99,99,99,99,99,99,99,99,99,8,7,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,7,21,99,999,99,99,3,1,1.6079,2.86640333
6,804,98,1,1,1,4,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,97,2,1,1,2,2,2,97,99,99,6,99,99,3,9,4,2,99,99,99,99,99,99,99,99,99,8,7,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,2.5487,4.54356749
8,302,90,3,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,10,99,99,3,5,5,4,99,99,99,99,99,99,99,99,99,8,7,99,99,99,99,99,99,99,99,2,9,99,99,99,99,99,99,4,5,4,6,100,2,2,98,1,4.9809,3.02141394
12,655,99,1,1,1,4,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,97,99,99,10,99,99,2,9,8,2,8,99,99,99,99,99,99,99,99,2,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,3,21,99,999,99,99,3,2,1.3547,.99285963
21,890,96,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,99,6,99,99,1,7,7,2,9,99,99,99,99,99,99,99,99,4,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2714,.20100834
9,350,98,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,99,99,6,99,99,3,10,8,2,5,8,99,99,99,99,99,99,99,5,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,.8775,.512109
3,338,998,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,97,1,1,1,2,2,2,2,99,99,6,99,99,3,6,7,2,99,99,99,99,99,99,99,99,99,6,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,2.2414,3.24577134
13,625,97,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,97,1,1,1,2,2,1,1,99,99,10,99,99,2,7,7,6,99,99,99,99,99,99,99,99,99,6,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.4814,.81462186
21,894,96,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,3,99,99,99,99,2,5,5,2,3,5,6,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,98,2,1.2714,.20100834
4,420,98,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,99,10,99,99,1,6,7,6,2,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,2,1.3365,2.4075711
21,893,94,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,2,2,97,99,99,6,99,99,2,7,5,2,6,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.2714,.20100834
11,555,998,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,99,99,1,6,99,3,5,5,8,7,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,5,21,99,999,99,99,3,2,1.1709,.62034282
1,247,98,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,99,99,6,99,99,2,10,7,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,4,21,99,999,99,99,98,1,3.0454,7.91682184
3,334,998,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,99,10,99,99,3,5,8,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,98,5,21,99,999,99,99,3,2,1.8968,2.74675608
19,316,93,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,97,2,1,2,2,2,2,1,2,99,10,99,99,1,4,5,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,7,21,99,999,99,99,1,1,1.2386,.58499078
11,557,97,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,7,8,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,1.3925,.7377465
14,913,998,1,1,1,4,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,99,99,98,99,99,2,2,8,2,99,99,99,99,99,99,99,99,99,7,8,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,4,21,99,999,99,99,3,2,1.9446,1.71494274
1,236,93,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,3,99,99,99,99,3,7,7,3,99,99,99,99,99,99,99,99,99,8,9,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,5,1,1.2033,3.12809868
22,210,95,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,97,2,1,2,2,1,2,1,2,99,1,99,99,1,8,6,2,3,4,6,7,8,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,.6416,.059348
17,950,95,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,99,99,6,99,99,2,7,9,2,4,5,6,7,8,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,4,2,2.1448,.49995288
16,971,97,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,99,99,99,99,99,4,8,10,6,5,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,98,2,1.4294,.49871766
4,433,97,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,97,2,1,1,2,2,2,1,3,99,99,99,99,3,10,5,2,8,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,2,4,21,99,999,99,99,98,1,1.401,2.5237614
12,648,97,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,97,2,1,2,2,2,2,97,99,99,6,99,99,3,9,8,2,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,3,1,1.4679,1.07582391
12,654,97,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,97,2,1,2,2,2,2,1,99,99,6,99,99,1,5,6,2,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,5,1,1.4679,1.07582391
6,814,95,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,97,2,1,1,2,2,1,1,99,99,10,6,99,2,8,6,5,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,6,21,99,999,99,99,1,2,1.6568,2.95357736
2,116,93,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,99,10,99,99,2,6,9,6,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,21,99,999,99,99,4,2,1.0498,1.6728563
4,428,94,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,97,1,1,2,2,2,2,1,99,99,1,6,99,3,3,4,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.0074,1.81473036
3,335,93,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,3,99,99,99,3,10,7,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,7,6,0,1,2,3,2,1.8968,2.74675608
11,546,95,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,96,99,99,3,7,7,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,2,9,99,99,99,99,99,99,4,6,21,99,999,99,99,2,1,1.1447,.60646206
14,908,98,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,99,99,1,99,99,3,7,8,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,3,21,99,999,99,99,3,2,1.9446,1.71494274
15,880,90,3,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,3,99,99,99,3,10,10,97,99,99,99,99,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,21,99,999,99,99,3,1,1.8743,.22154226
1,241,96,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,99,10,99,99,3,8,8,2,3,4,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,3.3997,8.83786012
16,998,96,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,99,6,99,99,3,5,5,2,3,99,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,1.0067,.35123763
16,973,57,6,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,99,6,99,99,2,7,8,1,2,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,16,3,100,3,1,3,2,.7918,.27625902
18,204,65,5,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,99,8,99,99,1,7,7,5,2,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,7,16,3,80,3,1,3,2,.8184,.32678712
8,302,95,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,97,1,1,1,2,2,2,1,99,99,10,99,99,2,7,8,2,5,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,2,2.2718,1.37807388
10,516,93,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,97,1,1,1,2,2,2,1,99,99,6,99,99,3,8,8,2,5,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,22,99,999,99,99,3,2,1.4931,2.01941775
11,545,92,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,99,10,99,99,3,6,9,2,5,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,3,9,99,99,99,99,99,99,4,5,7,4,95,3,1,1,2,3.2091,1.70018118
19,317,95,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,97,99,99,6,99,99,3,6,8,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,2,1.4918,.70457714
19,318,90,3,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,3,99,99,99,99,3,8,10,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,7,21,99,999,99,99,3,2,.7035,.33226305
4,406,96,2,1,1,4,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,99,6,99,99,3,9,5,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,6,21,99,999,99,99,3,2,.9611,1.73132554
4,407,93,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,97,2,1,1,2,1,1,1,2,3,99,99,99,2,8,9,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,2,.9611,1.73132554
12,654,58,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,99,99,99,1,7,6,2,99,99,99,99,99,99,99,99,99,4,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,8,16,6,40,3,1,3,2,.9908,.72615732
6,807,94,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,97,2,1,1,1,2,2,1,2,3,99,99,99,2,6,9,9,2,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.1048,1.96952696
8,310,95,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,97,1,1,2,2,2,2,1,2,99,6,99,99,2,8,8,2,5,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,1,1,2.2022,1.33585452
2,100,95,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,97,1,1,1,1,1,1,1,2,99,6,99,99,3,8,7,2,99,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,5,21,99,999,99,99,3,1,1.6317,2.60011395
8,310,97,1,1,1,98,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,97,99,99,96,99,99,3,5,8,2,99,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,4,9,99,99,99,99,99,99,4,4,21,99,999,99,99,1,1,2.0061,1.21690026
